path,y_true,resnet_score,resnet_pred,resnet_latency_ms,yolo_enh_score,yolo_enh_pred,yolo_enh_latency_ms,yolo_ls_score,yolo_ls_pred,yolo_ls_latency_ms
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/both/IMG_3621.jpg,0,0.07831966876983643,0,96.47633300119196,0.9159759879112244,1,106.08887500347919,0.8790162205696106,1,105.26433300037752
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3587.jpg,1,0.01508217304944992,0,85.13845800189301,0.8858160376548767,1,91.75616699940292,0.0,0,92.42745799929253
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/both/IMG_3624.jpg,0,0.09113917499780655,0,99.63208300177939,0.9483827948570251,1,108.38108300231397,0.9106545448303223,1,110.20779099999345
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3584.jpg,1,0.007494471967220306,0,81.46345799832488,0.8868998885154724,1,93.5155000006489,0.0,0,90.393167000002
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3582.jpg,1,0.01081705093383789,0,82.42033300120966,0.8772451877593994,1,89.75058299984084,0.0,0,93.59308299826807
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3593.jpg,1,0.017753643915057182,0,85.90358400033438,0.8907490968704224,1,90.1002079990576,0.0,0,89.76783299658564
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/both/IMG_3617.jpg,0,0.03787081316113472,0,98.01974999936647,0.9321995377540588,1,105.03054199944017,0.8854732513427734,1,105.11958300048718
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/both/IMG_3619.jpg,0,0.058436956256628036,0,95.81570799855399,0.9259219169616699,1,160.8900419996644,0.8766273856163025,1,106.28537500087987
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3596.jpg,1,0.0159451924264431,0,83.6862910000491,0.891067385673523,1,88.62779199989745,0.0,0,91.47262500118813
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/both/IMG_3620.jpg,0,0.032555192708969116,0,95.9302920018672,0.9349207282066345,1,111.37425000197254,0.8906561136245728,1,123.5647079993214
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3592.jpg,1,0.0062172990292310715,0,84.37470799981384,0.8992425203323364,1,91.35616699859384,0.0,0,91.18541600037133
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3597.jpg,1,0.005344945937395096,0,92.06325000195648,0.8737720847129822,1,96.57250000236672,0.0,0,100.31933299978846
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3589.jpg,1,0.0038666699547320604,0,84.02449999994133,0.8848510384559631,1,92.76549999776762,0.0,0,89.15395899748546
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3601.jpg,1,0.011245325207710266,0,84.5950000002631,0.8814904093742371,1,89.16366699850187,0.0,0,87.76887500062003
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3591.jpg,1,0.013338175602257252,0,82.45204099875991,0.8840151429176331,1,90.18858399940655,0.0,0,89.61316699787858
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/both/IMG_3626.jpg,0,0.02949037402868271,0,98.7021660002938,0.9410431981086731,1,114.15849999684724,0.8994755744934082,1,112.74445799790556
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/both/IMG_3629.jpg,0,0.051717210561037064,0,97.2440830009873,0.9477118849754333,1,108.4980000014184,0.910293459892273,1,112.08629199973075
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3585.jpg,1,0.008085553534328938,0,83.00654199774726,0.8889557719230652,1,91.53379100098391,0.0,0,90.40445899881888
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3599.jpg,1,0.001561003620736301,0,82.57383300224319,0.8912798166275024,1,87.19091700186254,0.0,0,90.34537500338047
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/defect/IMG_3590.jpg,1,0.021352922543883324,0,83.97966700067627,0.8982030153274536,1,93.04054099993664,0.0,0,90.32524999929592
/Users/ducle/Library/CloudStorage/OneDrive-RMITUniversity/Courses/OENG1183 - Capstone A/abb-capstone/data/choco-pie/both/IMG_3625.jpg,0,0.030329016968607903,0,99.36395800104947,0.9484630227088928,1,110.81129200101714,0.9167006015777588,1,110.11075000351411
